Step 0, Time: 0.01, MPIs: 8 Threads: 14 Elapsed: 0.0805645
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.18  2.0%        0.01  1.9%        0.01       0.01
  PeanoSort@domain.c:0229           0.09  1.0%        0.00  1.0%        0.00       0.01
  exchange                          0.09  1.0%        0.00  0.4%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.5%        0.00  0.2%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.1%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.03  0.3%        0.00  0.1%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  0.5%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.4%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.3%        0.00       0.00
 Misc@forcetree.c:0147             0.05  0.5%        0.00  0.3%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.07  0.7%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            2.22 24.7%        0.12 26.3%        0.12       0.12
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.11 12.3%        0.06 12.8%        0.05       0.07
  calc@petapm.c:0332                0.14  1.5%        0.01  1.5%        0.01       0.01
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.10  1.1%        0.01  1.2%        0.00       0.01
  comm@petapm.c:0269                0.06  0.6%        0.00  0.6%        0.00       0.00
  comm@petapm.c:0340                0.41  4.6%        0.03  5.7%        0.02       0.03
  r2c@petapm.c:0308                 0.32  3.6%        0.02  3.5%        0.01       0.02
  readout@petapm.c:0343             0.06  0.7%        0.00  0.7%        0.00       0.01
 Timeline                          0.09  1.0%        0.00  0.6%        0.00       0.00
  Active@timestep.c:0815            0.04  0.5%        0.00  0.4%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.03  0.4%        0.00  0.1%        0.00       0.00
 Tree                              6.06 67.3%        0.32 67.7%        0.32       0.32
  Build                             0.09  1.0%        0.00  0.9%        0.00       0.00
   Moments@forcetree.c:0152          0.07  0.8%        0.00  0.8%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.2%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.42  4.6%        0.04  8.2%        0.00       0.05
  Send@gravshort-tree.c:0158        0.08  0.9%        0.00  0.9%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.42  4.6%        0.02  4.2%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.0%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.75 41.7%        0.19 41.2%        0.17       0.21
  Walk2@gravshort-tree.c:0156        1.26 14.0%        0.06 12.0%        0.05       0.09
Step 28, Time: 0.0291064, MPIs: 8 Threads: 14 Elapsed: 9.05374
                                   9.05 100.0%        0.05 106.1%        0.05       0.05
 Domain                            0.40  4.4%        0.00  3.6%        0.00       0.00
  Decompose                         0.02  0.2%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.20  2.2%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.18  2.0%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.09  1.0%        0.00  0.0%        0.00       0.00
  exchange                          0.09  1.0%        0.00  3.6%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.5%        0.00  0.4%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.5%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.03  0.3%        0.00  2.6%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.5%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.03  0.3%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.05  0.5%        0.00  4.6%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.07  0.8%        0.00  7.0%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.2%        0.00       0.00
 PMgrav                            2.22 24.6%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.01  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 1.11 12.3%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.14  1.5%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.10  1.1%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.06  0.6%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                0.41  4.5%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.32  3.6%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.06  0.7%        0.00  0.0%        0.00       0.00
 Timeline                          0.09  1.0%        0.00  5.8%        0.00       0.00
  Active@timestep.c:0815            0.05  0.5%        0.00  1.4%        0.00       0.00
  HalfKick                          0.01  0.1%        0.00  0.3%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.1%        0.00       0.00
   Short@timestep.c:0379             0.00  0.1%        0.00  0.2%        0.00       0.00
 Timeline@timestep.c:0311          0.04  0.4%        0.00  4.1%        0.00       0.00
 Tree                              6.10 67.4%        0.04 84.8%        0.04       0.04
  Build                             0.10  1.1%        0.00  9.1%        0.00       0.00
   Moments@forcetree.c:0152          0.08  0.9%        0.00  8.0%        0.00       0.00
   Nodes@forcetree.c:0203            0.02  0.2%        0.00  1.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.02  0.3%        0.00  0.4%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.42  4.6%        0.00 10.5%        0.00       0.01
  Send@gravshort-tree.c:0158        0.08  0.9%        0.00  1.5%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.43  4.8%        0.01 26.5%        0.00       0.02
  Wait2@gravshort-tree.c:0161        0.01  0.1%        0.00  0.2%        0.00       0.00
  Walk1@gravshort-tree.c:0155        3.76 41.6%        0.01 22.8%        0.00       0.02
  Walk2@gravshort-tree.c:0156        1.27 14.0%        0.01 13.8%        0.00       0.01
Step 29, Time: 0.0299148, MPIs: 8 Threads: 14 Elapsed: 9.47178
                                   9.47 99.9%        0.41 98.8%        0.41       0.42
 Domain                            0.42  4.4%        0.02  4.3%        0.02       0.02
  Decompose                         0.02  0.2%        0.00  0.2%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.01  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.21  2.2%        0.01  2.2%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.01  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.19  2.0%        0.01  2.0%        0.01       0.01
  PeanoSort@domain.c:0229           0.10  1.0%        0.00  1.1%        0.00       0.01
  exchange                          0.10  1.0%        0.00  0.8%        0.00       0.00
   alltoall@exchange.c:0354          0.05  0.5%        0.00  0.5%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.1%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.03  0.3%        0.00  0.2%        0.00       0.00
  All@drift.c:0110                  0.01  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  0.5%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.03  0.3%        0.00  0.3%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
